名称,路径,级别,类型,年份,体积(字节)
品职教育2023年CFA一级知识框架图_Alternative_李斯克.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Alternative_李斯克.pdf,一级,文件,2023,2547562
品职教育2023年CFA一级知识框架图_Corporate Issuers_李斯克.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Corporate Issuers_李斯克.pdf,一级,文件,2023,3029758
品职教育2023年CFA一级知识框架图_Derivatives_李斯克.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Derivatives_李斯克.pdf,一级,文件,2023,2333391
品职教育2023年CFA一级知识框架图_Economics_何旋.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Economics_何旋.pdf,一级,文件,2023,2659663
品职教育2023年CFA一级知识框架图_Ethics_何旋.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Ethics_何旋.pdf,一级,文件,2023,1790896
品职教育2023年CFA一级知识框架图_Quantitative Methods_何旋.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Quantitative Methods_何旋.pdf,一级,文件,2023,15509265
品职教育2023年CFA一级错题本合集_纯图版.pdf,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/品职其他资料/品职教育2023年CFA一级错题本合集_纯图版.pdf,一级,文件,2023,42887354
CFA指定计算器,/cfa三级/新cfa24一级/CFA一级/25年CFA一级电子资料/资料包（旧）/机考报考计算器指南/CFA指定计算器,一级,文件夹,0,
CFA一级JC24,/cfa三级/新cfa24一级/CFA一级/CFA一级JC24,一级,文件夹,0,
CFA一级课程框架介绍,/cfa三级/新cfa24一级/CFA一级/CFA一级JC24/1.前导段/CFA一级课程框架介绍,一级,文件夹,0,
CFA一级框架介绍（固收、衍生、另类、组合、道德）.ts,/cfa三级/新cfa24一级/CFA一级/CFA一级JC24/1.前导段/CFA一级课程框架介绍/CFA一级框架介绍（固收、衍生、另类、组合、道德）.ts,一级,文件,0,610228448
CFA一级框架介绍（数量、经济学、财报、公司金融、权益）.ts,/cfa三级/新cfa24一级/CFA一级/CFA一级JC24/1.前导段/CFA一级课程框架介绍/CFA一级框架介绍（数量、经济学、财报、公司金融、权益）.ts,一级,文件,0,726653840
CFA一级科目概述与备考规划.ts,/cfa三级/新cfa24一级/CFA一级/CFA一级JC24/1.前导段/CFA一级课程框架介绍/CFA一级科目概述与备考规划.ts,一级,文件,0,668005924
CFA备考常见英语词汇,/cfa三级/新cfa24一级/CFA一级/CFA一级JC24/1.前导段/CFA备考常见英语词汇,一级,文件夹,0,
cfa一级gao,/cfa三级/新cfa24一级/CFA一级/cfa一级gao,一级,文件夹,0,
00-CFA一级高金融英语,/cfa三级/新cfa24一级/CFA一级/cfa一级gao/00-CFA一级高金融英语,一级,文件夹,0,
cfa一级资料包,/cfa三级/新cfa24一级/CFA一级/cfa一级资料包,一级,文件夹,0,
24CFA一级中文教材,/cfa三级/新cfa24一级/CFA一级/cfa一级资料包/24CFA一级中文教材,一级,文件夹,0,
24cfa一级notes,/cfa三级/新cfa24一级/CFA一级/cfa一级资料包/24cfa一级notes,一级,文件夹,0,
24cfa一级原版书,/cfa三级/新cfa24一级/CFA一级/cfa一级资料包/24cfa一级原版书,一级,文件夹,0,
24cfa一级课后题,/cfa三级/新cfa24一级/CFA一级/cfa一级资料包/24cfa一级课后题,一级,文件夹,0,
品职道德讲义,/cfa三级/新cfa24一级/品职道德讲义,一级,文件夹,0,
CFA一级框架图（23年）,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）,一级,文件夹,0,
品职教育2023CFA一级框架图Fixed Income_何旋.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023CFA一级框架图Fixed Income_何旋.pdf,一级,文件,2023,2711110
品职教育2023年CFA一级Financial Reporting and Analysis知识框架图_何旋.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级Financial Reporting and Analysis知识框架图_何旋.pdf,一级,文件,2023,3804853
品职教育2023年CFA一级框架图_Equity强化班讲义.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级框架图_Equity强化班讲义.pdf,一级,文件,2023,3201854
品职教育2023年CFA一级知识框架图Portfolio.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图Portfolio.pdf,一级,文件,2023,3250354
品职教育2023年CFA一级知识框架图_Alternative_李斯克.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Alternative_李斯克.pdf,一级,文件,2023,2547562
品职教育2023年CFA一级知识框架图_Corporate Issuers_李斯克.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Corporate Issuers_李斯克.pdf,一级,文件,2023,3029758
品职教育2023年CFA一级知识框架图_Derivatives_李斯克.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Derivatives_李斯克.pdf,一级,文件,2023,2333391
品职教育2023年CFA一级知识框架图_Economics_何旋.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Economics_何旋.pdf,一级,文件,2023,2659663
品职教育2023年CFA一级知识框架图_Ethics_何旋.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Ethics_何旋.pdf,一级,文件,2023,1790896
品职教育2023年CFA一级知识框架图_Quantitative Methods_何旋.pdf,/cfa三级/新cfa24一级/品职道德讲义/CFA一级框架图（23年）/品职教育2023年CFA一级知识框架图_Quantitative Methods_何旋.pdf,一级,文件,2023,15509265
品职教育2025年CFA一级Financial Reporting and Analysis.pdf,/我的资源/框架图/品职教育2025年CFA一级Financial Reporting and Analysis.pdf,一级,文件,2025,3693976
品职教育2025年CFA一级知识框架图 Corporate Issuers.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图 Corporate Issuers.pdf,一级,文件,2025,3926283
品职教育2025年CFA一级知识框架图Fixed Income.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图Fixed Income.pdf,一级,文件,2025,3526308
品职教育2025年CFA一级知识框架图Portfolio.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图Portfolio.pdf,一级,文件,2025,1741893
品职教育2025年CFA一级知识框架图_Alternative.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图_Alternative.pdf,一级,文件,2025,3896994
品职教育2025年CFA一级知识框架图_Derivatives.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图_Derivatives.pdf,一级,文件,2025,2348008
品职教育2025年CFA一级知识框架图_Equity.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图_Equity.pdf,一级,文件,2025,3585068
品职教育2025年CFA一级知识框架图_Ethics.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图_Ethics.pdf,一级,文件,2025,1854670
品职教育2025年CFA一级知识框架图_Quantitative Methods.pdf,/我的资源/框架图/品职教育2025年CFA一级知识框架图_Quantitative Methods.pdf,一级,文件,2025,2540754
品职教育CFA一级知识框架图 Economics_.pdf,/我的资源/框架图/品职教育CFA一级知识框架图 Economics_.pdf,一级,文件,0,1984037
