名称,路径,级别,类型,年份,体积(字节)
CFA三级基础段另类_Icy_金程_打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/2-基础班/07-SS9 Alternative Investments for Portfolio Management/Jcy/CFA三级基础段另类_Icy_金程_打印版.pdf,三级,文件,2023,485571
CFA三级私人财富管理+Irene+打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/2-基础班/08-SS10-11 Private Wealth Management/Irene Wang/CFA三级私人财富管理+Irene+打印版.pdf,三级,文件,2023,692881
CFA三级基础段道德_Bob_金程教育_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/2-基础班/12-SS15-16 Ethical and Professional Standards/Bob/CFA三级基础段道德_Bob_金程教育_标准版.pdf,三级,文件,2023,4413032
CFA三级经典题_CME_金程教育（打印版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/4.经典题 (旧题参考)/讲义/CFA三级经典题_CME_金程教育（打印版）.pdf,三级,文件,2023,478275
CFA三级经典题_CME_金程教育（标准版） .pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/4.经典题 (旧题参考)/讲义/CFA三级经典题_CME_金程教育（标准版） .pdf,三级,文件,2023,579966
CFA三级经典题_SS13_打印版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/4.经典题 (旧题参考)/讲义/CFA三级经典题_SS13_打印版.pdf,三级,文件,2023,141721
CFA三级经典题_SS13_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/4.经典题 (旧题参考)/讲义/CFA三级经典题_SS13_标准版.pdf,三级,文件,2023,539118
CFA三级经典题_另类_金程教育（标准版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/4.经典题 (旧题参考)/讲义/CFA三级经典题_另类_金程教育（标准版）.pdf,三级,文件,2023,858374
CFA三级经典题_固收_金程教育(打印版).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/4.经典题 (旧题参考)/讲义/CFA三级经典题_固收_金程教育(打印版).pdf,三级,文件,2023,953635
CFA三级经典题_权益_金程教育(打印版).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/4.经典题 (旧题参考)/讲义/CFA三级经典题_权益_金程教育(打印版).pdf,三级,文件,2023,891081
CFA三级经典题_行为金融学_金程教育(打印版).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/4.经典题 (旧题参考)/讲义/CFA三级经典题_行为金融学_金程教育(打印版).pdf,三级,文件,2023,442183
CFA三级经典题_衍生_金程教育（打印版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/4.经典题 (旧题参考)/讲义/CFA三级经典题_衍生_金程教育（打印版）.pdf,三级,文件,2023,814371
CFA三级经典题_资产配置_金程教育（打印）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/4.经典题 (旧题参考)/讲义/CFA三级经典题_资产配置_金程教育（打印）.pdf,三级,文件,2023,795147
CFA三级经典题_道德_金程教育(打印版).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/4.经典题 (旧题参考)/讲义/CFA三级经典题_道德_金程教育(打印版).pdf,三级,文件,2023,840713
CFA三级百题_题目.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/5.百题/百题题目/三级百题/CFA三级百题_题目.pdf,三级,文件,2023,4331354
CFA三级百题_学员版_答案_金程教育.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/5.百题2022/百题一/CFA三级百题_学员版_答案_金程教育.pdf,三级,文件,2023,3247044
CFA三级百题_学员版_题目_金程教育.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/5.百题2022/百题一/CFA三级百题_学员版_题目_金程教育.pdf,三级,文件,2023,4946743
CFA三级密卷_答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/2023.8CFA三级JC/7.密卷/CFA三级密卷_答案.pdf,三级,文件,2023,730563
2022CFAL3原版书课后题-.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/2022课后习题/2022CFAL3原版书课后题-.pdf,三级,文件,2023,3213643
2023CFA三级notes,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/2023CFA三级notes,三级,文件夹,2023,
CFA 2023 Level III - SchweserNotes Book 2.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/2023CFA三级notes/CFA 2023 Level III - SchweserNotes Book 2.pdf,三级,文件,2023,5789800
CFA 2023 Level III - SchweserNotes Book 5.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/2023CFA三级notes/CFA 2023 Level III - SchweserNotes Book 5.pdf,三级,文件,2023,4396726
2022 CFA L3 原版书课后题.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/2022 CFA L3 原版书课后题.pdf,三级,文件,2023,3036442
2022CFA三级notes,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/2022CFA三级notes,三级,文件夹,2023,
2022年CFA三级notes book 3.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/2022CFA三级notes/2022年CFA三级notes book 3.pdf,三级,文件,2023,5435712
2022年CFA三级notes book 4.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/2022CFA三级notes/2022年CFA三级notes book 4.pdf,三级,文件,2023,4075867
CFA 2022 Level III - Schweser Quicksheet.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/2022CFA三级notes/CFA 2022 Level III - Schweser Quicksheet.pdf,三级,文件,2023,626857
品职CFA三级资料,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/品职CFA三级资料,三级,文件夹,2023,
2022品职道德三级别通用版讲义 更新.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/品职CFA三级资料/2022品职道德三级别通用版讲义 更新.pdf,三级,文件,2023,52111537
2022.05 品职教育 CFA III Derivatives and Currency Management 知识框架图.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/品职CFA三级资料/CFA三级框架图/2022.05 品职教育 CFA III Derivatives and Currency Management 知识框架图.pdf,三级,文件,2023,2808170
品职教育 CFA III fixed income知识框架图 何旋.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/品职CFA三级资料/CFA三级框架图/品职教育 CFA III fixed income知识框架图 何旋.pdf,三级,文件,2023,6717846
品职教育 CFA III institutional IPS 知识框架图 何旋.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/品职CFA三级资料/CFA三级框架图/品职教育 CFA III institutional IPS 知识框架图 何旋.pdf,三级,文件,2023,4339867
品职教育2022年5月CFA三级知识框架图_Asset Allocation_何旋（水印版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/品职CFA三级资料/CFA三级框架图/品职教育2022年5月CFA三级知识框架图_Asset Allocation_何旋（水印版）.pdf,三级,文件,2023,3480296
品职教育2022年5月CFA三级知识框架图_GIPS.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/品职CFA三级资料/CFA三级框架图/品职教育2022年5月CFA三级知识框架图_GIPS.pdf,三级,文件,2023,1381779
品职教育2022年CFA三级知识框架图_Alternative_李斯克_05月.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/品职CFA三级资料/CFA三级框架图/品职教育2022年CFA三级知识框架图_Alternative_李斯克_05月.pdf,三级,文件,2023,3957920
品职教育_2022.05_CFA_三级_知识框架图_Behavioral Finance_李斯克（水印版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/品职CFA三级资料/CFA三级框架图/品职教育_2022.05_CFA_三级_知识框架图_Behavioral Finance_李斯克（水印版）.pdf,三级,文件,2023,674742
CFA错题本（三级）,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/品职CFA三级资料/CFA错题本（三级）,三级,文件夹,2023,
2022年CFA三级错题本合集_纯图版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/22年资料/品职CFA三级资料/CFA错题本（三级）/2022年CFA三级错题本合集_纯图版.pdf,三级,文件,2023,16660687
CFA三级中文精讲,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/CFA三级中文精讲,三级,文件夹,2023,
CFA三级中文精讲  3_14588450.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/CFA三级中文精讲/CFA三级中文精讲  3_14588450.pdf,三级,文件,2023,48093511
CFA三级中文精讲 1  _14588448.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/CFA三级中文精讲/CFA三级中文精讲 1  _14588448.pdf,三级,文件,2023,55972095
CFA三级中文精讲 2  _14588449.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/CFA三级中文精讲/CFA三级中文精讲 2  _14588449.pdf,三级,文件,2023,61851954
CFA三级主观写作讲解（赠送）,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/CFA三级主观写作讲解（赠送）,三级,文件夹,2023,
10.CFA三级课后写作题_SS14.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/CFA三级主观写作讲解（赠送）/0.讲义/10.CFA三级课后写作题_SS14.pdf,三级,文件,2023,418263
11.CFA三级课后写作题_道德.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/CFA三级主观写作讲解（赠送）/0.讲义/11.CFA三级课后写作题_道德.pdf,三级,文件,2023,361184
5.CFA三级课后写作题_衍生品.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/CFA三级主观写作讲解（赠送）/0.讲义/5.CFA三级课后写作题_衍生品.pdf,三级,文件,2023,494023
6.CFA三级课后写作题_固定收益.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/CFA三级主观写作讲解（赠送）/0.讲义/6.CFA三级课后写作题_固定收益.pdf,三级,文件,2023,280360
8.CFA三级课后写作题_私人财富管理.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/CFA三级主观写作讲解（赠送）/0.讲义/8.CFA三级课后写作题_私人财富管理.pdf,三级,文件,2023,508628
CFA三级十年真题 2008-2017,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/CFA三级十年真题 2008-2017,三级,文件夹,2023,
CFA三级IPS写作_Irene_金程教育_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/IPS写作/CFA三级IPS写作_Irene_金程教育_标准版.pdf,三级,文件,2023,2434126
32-CFA协会各项目参与者的行为.mp4,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/CFA三级2023/资料包/王牌陈讲道德123级通用/32-CFA协会各项目参与者的行为.mp4,三级,文件,2023,447219227
Cfa三级 2024,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024,三级,文件夹,2024,
cfa-program2024L3V4.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/2024年三级教材/cfa-program2024L3V4.pdf,三级,文件,2024,5452122
cfa-program2024L3V4（AL、个人IPS） (1).PDF,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/2024年三级教材/cfa-program2024L3V4（AL、个人IPS） (1).PDF,三级,文件,2024,5214200
cfa-program2024L3V5（机构IPS、交易、Case）.PDF,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/2024年三级教材/cfa-program2024L3V5（机构IPS、交易、Case）.PDF,三级,文件,2024,4138894
cfa-program2024L3V6（Ethics、GIPS）.PDF,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/2024年三级教材/cfa-program2024L3V6（Ethics、GIPS）.PDF,三级,文件,2024,2943113
01.CFA L3 Economic Introduction.mp4,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/G的/1.核心知识精讲/1.经济学/chen/01.CFA L3 Economic Introduction.mp4,三级,文件,2024,750291973
21.Summary of CFA L3 Economic.mp4,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/G的/1.核心知识精讲/1.经济学/chen/21.Summary of CFA L3 Economic.mp4,三级,文件,2024,1075506235
CFA三级基础班CME-韩霄-（打印版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/G的/1.核心知识精讲/讲义/CFA三级基础班CME-韩霄-（打印版）.pdf,三级,文件,2024,833217
CFA三级基础班CME_韩霄（标准版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/G的/1.核心知识精讲/讲义/CFA三级基础班CME_韩霄（标准版）.pdf,三级,文件,2024,993998
CFA三级基础班另类-王慧琳-（打印版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/G的/1.核心知识精讲/讲义/CFA三级基础班另类-王慧琳-（打印版）.pdf,三级,文件,2024,609676
CFA三级基础班道德-林正-（打印版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/G的/1.核心知识精讲/讲义/CFA三级基础班道德-林正-（打印版）.pdf,三级,文件,2024,1392933
CFA三级基础衍生_周琪（标准版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/G的/1.核心知识精讲/讲义/CFA三级基础衍生_周琪（标准版）.pdf,三级,文件,2024,2266323
CFA三级基础班机构IPS-王慧琳-（打印版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/J的/2.基础精讲/讲义/CFA三级基础班机构IPS-王慧琳-（打印版）.pdf,三级,文件,2024,653684
CFA三级基础班机构IPS-王慧琳-（标准版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/J的/2.基础精讲/讲义/CFA三级基础班机构IPS-王慧琳-（标准版）.pdf,三级,文件,2024,835829
2024年CFA三级强化段CME(标准版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/J的/5.强化串讲/讲义/2024年CFA三级强化段CME(标准版）.pdf,三级,文件,2024,1736845
2024年CFA三级强化段交易(打印版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/J的/5.强化串讲/讲义/2024年CFA三级强化段交易(打印版）.pdf,三级,文件,2024,788212
2024年CFA三级强化段衍生(打印版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/J的/5.强化串讲/讲义/2024年CFA三级强化段衍生(打印版）.pdf,三级,文件,2024,689758
2024年CFA三级强化段衍生(标准版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/J的/5.强化串讲/讲义/2024年CFA三级强化段衍生(标准版）.pdf,三级,文件,2024,2100066
2024年CFA三级强化段道德(打印版）.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/J的/5.强化串讲/讲义/2024年CFA三级强化段道德(打印版）.pdf,三级,文件,2024,934187
品职教育 CFA III 经典题 Equity Portfolio Management 有答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/P的/4.经典题通关课/讲义/品职教育 CFA III 经典题 Equity Portfolio Management 有答案.pdf,三级,文件,2024,41494956
"品职教育 CFA III 经典题 Trading, Performance Evaluation, and Manager Selection 有答案.pdf","/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/P的/4.经典题通关课/讲义/品职教育 CFA III 经典题 Trading, Performance Evaluation, and Manager Selection 有答案.pdf",三级,文件,2024,19932823
4.CFA II Derivatives,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/P的/早读课/4.CFA II Derivatives,三级,文件夹,2024,
1.品职教育 CFA I Derivatives.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/P的/早读课/讲义/1.品职教育 CFA I Derivatives.pdf,三级,文件,2024,32619713
1.品职教育 CFA II Derivatives.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/P的/早读课/讲义/1.品职教育 CFA II Derivatives.pdf,三级,文件,2024,46963108
1.品职教育 CFA III Trading， Performance Evaluation and Manager Selection.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/P的/精品基础课/09.Trading_ Performance Evaluation and Manager Selection/1.品职教育 CFA III Trading， Performance Evaluation and Manager Selection.pdf,三级,文件,2024,60563445
2.品职教育 CFA III Fixed Income (Part 2).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/P的/精品基础课/讲义/2.品职教育 CFA III Fixed Income (Part 2).pdf,三级,文件,2024,62912475
2024 CFA Level III - SchweserNotes,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/2024 CFA Level III - SchweserNotes,三级,文件夹,2024,
CFA 2024 Level III - SchweserNotes Book 2.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/2024 CFA Level III - SchweserNotes/CFA 2024 Level III - SchweserNotes Book 2.pdf,三级,文件,2024,3779386
CFA 2024 Level III Schweser's Quicksheet .pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/2024 CFA Level III - SchweserNotes/CFA 2024 Level III Schweser's Quicksheet .pdf,三级,文件,2024,1117760
Cfa三级大佬笔记,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记,三级,文件夹,2024,
CFA三级基础段行为金融_Jcy_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/CFA三级基础段行为金融_Jcy_标准版.pdf,三级,文件,2024,14924101
1.品职教育 CFA III 例题课 Capital Market Expectations.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/例题/1.品职教育 CFA III 例题课 Capital Market Expectations.pdf,三级,文件,2024,16885866
10.品职教育 CFA III 例题课 Trading & Performance.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/例题/10.品职教育 CFA III 例题课 Trading & Performance.pdf,三级,文件,2024,24043094
2.品职教育 CFA III 例题课 Behavioral Finance.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/例题/2.品职教育 CFA III 例题课 Behavioral Finance.pdf,三级,文件,2024,1715944
3.品职教育 CFA III 例题课 Private Wealth Management .pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/例题/3.品职教育 CFA III 例题课 Private Wealth Management .pdf,三级,文件,2024,34000289
4.品职教育 CFA III 例题课 Asset Allocation.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/例题/4.品职教育 CFA III 例题课 Asset Allocation.pdf,三级,文件,2024,30633399
5.品职教育 CFA III 例题课 Equity Portfolio Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/例题/5.品职教育 CFA III 例题课 Equity Portfolio Management.pdf,三级,文件,2024,18448206
6.品职教育 CFA III 例题课 Derivatives and Currency Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/例题/6.品职教育 CFA III 例题课 Derivatives and Currency Management.pdf,三级,文件,2024,47576488
7.品职教育 CFA III 例题课 Alternative Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/例题/7.品职教育 CFA III 例题课 Alternative Management.pdf,三级,文件,2024,24034974
8.品职教育 CFA III 例题课 Portfolio Management for Institutional Investors.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/例题/8.品职教育 CFA III 例题课 Portfolio Management for Institutional Investors.pdf,三级,文件,2024,16914583
9.品职教育 CFA III 例题课 Fixed-Income Portfolio Management.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/例题/9.品职教育 CFA III 例题课 Fixed-Income Portfolio Management.pdf,三级,文件,2024,44176239
3.品职教育 CFA III 经典题 Individual IPS 有答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/经典/3.品职教育 CFA III 经典题 Individual IPS 有答案.pdf,三级,文件,2024,33422775
5.品职教育 CFA III 经典题 Capital Market Expectations 有答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/经典/5.品职教育 CFA III 经典题 Capital Market Expectations 有答案.pdf,三级,文件,2024,23865167
7.品职教育 CFA III 经典题 Capital Market Expectations (补充)有答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/A习题汇总/经典/7.品职教育 CFA III 经典题 Capital Market Expectations (补充)有答案.pdf,三级,文件,2024,18545305
CFA闪卡（三级）.rar,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/原版书/CFA闪卡（三级）.rar,三级,文件,2024,27940828
CFA三级SS14机构IPS案例 Irene 标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第一轮 JC基础班笔记/CFA三级SS14机构IPS案例 Irene 标准版.pdf,三级,文件,2024,12756270
CFA三级基础段固定收益_Tom_金程_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第一轮 JC基础班笔记/CFA三级基础段固定收益_Tom_金程_标准版.pdf,三级,文件,2024,28461807
CFA三级基础段资本市场预期_Irene_标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第一轮 JC基础班笔记/CFA三级基础段资本市场预期_Irene_标准版.pdf,三级,文件,2024,46879656
CFA三级私人财富管理 Irene 标准版.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第一轮 JC基础班笔记/CFA三级私人财富管理 Irene 标准版.pdf,三级,文件,2024,94260796
品职教育2023.08 CFA三级考前押题合集(有答案版).pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第一轮 JC基础班笔记/品职教育2023.08 CFA三级考前押题合集(有答案版).pdf,三级,文件,2024,37406416
CFA三级密卷_答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第七轮 JC 模考题/CFA三级密卷_答案.pdf,三级,文件,2024,819135
2023年CFA三级模考2_答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第七轮 JC 模考题/三级模考/2023年CFA三级模考2_答案.pdf,三级,文件,2024,670665
CFA三级百题_答案.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第三轮 JC 百题（包含历年mock部分题目）/CFA三级百题_答案.pdf,三级,文件,2024,2772248
品职教育 CFA 三级 知识框架图 Alternative.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 上轮最终奶茶课复习（第一遍课后题后）/最终奶茶课/品职教育 CFA 三级 知识框架图 Alternative.pdf,三级,文件,2024,11765761
品职教育 CFA 三级 知识框架图 Asset Allocation.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 上轮最终奶茶课复习（第一遍课后题后）/最终奶茶课/品职教育 CFA 三级 知识框架图 Asset Allocation.pdf,三级,文件,2024,10537585
品职教育 CFA 三级 知识框架图 Behavioral Finance.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 上轮最终奶茶课复习（第一遍课后题后）/最终奶茶课/品职教育 CFA 三级 知识框架图 Behavioral Finance.pdf,三级,文件,2024,8799535
品职教育 CFA 三级 知识框架图 Ethics 要点及案例总结.pdf,/cfa三级/CFA2级/大语文等多个文件等多个文件/CFA三级/Cfa三级 2024/三级24资料包/Cfa三级大佬笔记/第二轮 上轮最终奶茶课复习（第一遍课后题后）/最终奶茶课/品职教育 CFA 三级 知识框架图 Ethics 要点及案例总结.pdf,三级,文件,2024,8959365
